,installation_id,not_launched,accuracy_group
2,0006a69f,0.9955274927650618,3.0
3,0006a69f,0.9955274927650618,0.0
4,0006a69f,0.9955274927650618,3.0
5,0006a69f,0.9955274927650618,2.0
6,0006a69f,0.9955274927650618,3.0
7,0006c192,0.9973021582733813,3.0
8,0006c192,0.9973021582733813,2.0
9,0006c192,0.9973021582733813,0.0
12,00129856,1.0,3.0
15,001d0ed0,0.9892996108949417,0.0
16,001d0ed0,0.9892996108949417,0.0
17,001d0ed0,0.9892996108949417,3.0
18,001d0ed0,0.9892996108949417,2.0
19,001d0ed0,0.9892996108949417,3.0
22,00225f67,0.9979101358411703,0.0
23,00279ac5,0.997448049580751,0.0
25,002db7e3,0.9904320092780516,2.0
26,002db7e3,0.9904320092780516,3.0
27,002db7e3,0.9904320092780516,3.0
28,002db7e3,0.9904320092780516,3.0
29,002db7e3,0.9904320092780516,1.0
30,002db7e3,0.9904320092780516,0.0
31,002db7e3,0.9904320092780516,2.0
32,002db7e3,0.9904320092780516,1.0
33,002db7e3,0.9904320092780516,0.0
34,003372b0,0.997289972899729,3.0
35,003372b0,0.997289972899729,3.0
36,003372b0,0.997289972899729,2.0
37,003372b0,0.997289972899729,3.0
38,003372b0,0.997289972899729,0.0
39,003372b0,0.997289972899729,3.0
44,004c2091,0.9944903581267218,0.0
45,004c2091,0.9944903581267218,3.0
46,004c2091,0.9944903581267218,0.0
47,004c2091,0.9944903581267218,3.0
54,00634433,0.9962406015037594,3.0
55,00634433,0.9962406015037594,3.0
56,00634433,0.9962406015037594,0.0
58,00667b88,0.99822695035461,0.0
59,00667b88,0.99822695035461,3.0
61,00691033,0.9814986123959297,0.0
62,00691033,0.9814986123959297,1.0
63,00691033,0.9814986123959297,0.0
64,00691033,0.9814986123959297,0.0
65,00691033,0.9814986123959297,1.0
66,00691033,0.9814986123959297,0.0
67,00691033,0.9814986123959297,0.0
68,00691033,0.9814986123959297,3.0
69,00691033,0.9814986123959297,0.0
82,00a0dbeb,0.9710144927536232,0.0
83,00a0dbeb,0.9710144927536232,0.0
84,00a0dbeb,0.9710144927536232,0.0
85,00a0dbeb,0.9710144927536232,0.0
88,00a53963,1.0,3.0
94,00ad158e,0.9974342527261065,1.0
99,00b9d8e6,0.9907407407407407,2.0
107,00cef781,1.0,3.0
114,00e17272,0.9979647218453188,3.0
115,00e17272,0.9979647218453188,2.0
116,00e17272,0.9979647218453188,3.0
117,00e17272,0.9979647218453188,2.0
118,00e17272,0.9979647218453188,3.0
119,00e17272,0.9979647218453188,3.0
120,00e17272,0.9979647218453188,3.0
121,00e17272,0.9979647218453188,3.0
122,00e536bf,0.995666976168369,1.0
123,00e536bf,0.995666976168369,3.0
124,00e536bf,0.995666976168369,0.0
125,00e536bf,0.995666976168369,2.0
126,00e536bf,0.995666976168369,3.0
127,00e536bf,0.995666976168369,3.0
128,00e536bf,0.995666976168369,3.0
129,00e536bf,0.995666976168369,3.0
134,00fa8681,0.9973921765295888,1.0
135,00fa8681,0.9973921765295888,0.0
136,00fa8681,0.9973921765295888,3.0
138,00fc65b6,0.9911452184179457,2.0
139,00fc65b6,0.9911452184179457,3.0
140,00fc65b6,0.9911452184179457,3.0
141,00fc65b6,0.9911452184179457,3.0
142,00fc65b6,0.9911452184179457,3.0
143,00fc65b6,0.9911452184179457,3.0
144,00fc65b6,0.9911452184179457,1.0
145,00fc65b6,0.9911452184179457,3.0
146,00fc65b6,0.9911452184179457,1.0
151,010bc1d5,0.9946524064171123,0.0
152,010bc1d5,0.9946524064171123,3.0
155,01120f12,0.9961759082217974,0.0
168,0153c957,0.9937530033637674,0.0
170,0155dd86,0.9947292764734068,3.0
171,0155dd86,0.9947292764734068,0.0
172,0155dd86,0.9947292764734068,3.0
173,0155dd86,0.9947292764734068,0.0
174,0155dd86,0.9947292764734068,0.0
175,015776b4,0.9969128473046782,3.0
176,015776b4,0.9969128473046782,0.0
177,015776b4,0.9969128473046782,0.0
178,015776b4,0.9969128473046782,3.0
179,015776b4,0.9969128473046782,0.0
180,01582211,0.9954771596562642,3.0
181,01582211,0.9954771596562642,3.0
182,01582211,0.9954771596562642,0.0
183,01582211,0.9954771596562642,2.0
184,01582211,0.9954771596562642,0.0
185,0160e7c5,0.9809885931558935,1.0
194,01825124,0.9936958234830575,3.0
195,01825124,0.9936958234830575,1.0
196,01825124,0.9936958234830575,1.0
206,01bdd720,0.9956043956043956,3.0
207,01bdd720,0.9956043956043956,3.0
208,01bdd720,0.9956043956043956,3.0
209,01bdd720,0.9956043956043956,3.0
210,01bdd720,0.9956043956043956,0.0
214,01cc53f3,1.0,3.0
215,01cc53f3,1.0,3.0
216,01cc53f3,1.0,3.0
217,01cc53f3,1.0,3.0
222,01d5e1f5,0.9995,0.0
227,01f71702,0.997482919813017,0.0
228,01f71702,0.997482919813017,3.0
229,01f71702,0.997482919813017,2.0
230,01f71702,0.997482919813017,3.0
231,01f71702,0.997482919813017,3.0
232,01f71702,0.997482919813017,2.0
233,01faa4bf,0.9982456140350877,3.0
234,01faa4bf,0.9982456140350877,3.0
235,01faa4bf,0.9982456140350877,3.0
236,01faa4bf,0.9982456140350877,2.0
244,022183ab,0.9893939393939394,0.0
245,022183ab,0.9893939393939394,3.0
246,022183ab,0.9893939393939394,3.0
247,022183ab,0.9893939393939394,0.0
248,022183ab,0.9893939393939394,3.0
249,022183ab,0.9893939393939394,3.0
250,022183ab,0.9893939393939394,0.0
251,022183ab,0.9893939393939394,0.0
252,022183ab,0.9893939393939394,0.0
253,022183ab,0.9893939393939394,0.0
254,022183ab,0.9893939393939394,0.0
255,022183ab,0.9893939393939394,1.0
256,022183ab,0.9893939393939394,1.0
257,022183ab,0.9893939393939394,0.0
263,0235fe9a,0.9976359338061466,2.0
264,0235fe9a,0.9976359338061466,0.0
265,0235fe9a,0.9976359338061466,0.0
266,0235fe9a,0.9976359338061466,3.0
267,0235fe9a,0.9976359338061466,2.0
268,023c4bcb,0.9995446265938069,3.0
269,023c4bcb,0.9995446265938069,3.0
276,02490b06,0.9594594594594594,1.0
282,026035e9,0.9976784677887406,0.0
283,026035e9,0.9976784677887406,3.0
284,026035e9,0.9976784677887406,3.0
290,026e3733,0.9951807228915662,3.0
291,027b3c4c,1.0,3.0
292,027b3c4c,1.0,3.0
293,027b3c4c,1.0,3.0
295,0281f6bf,0.9817007534983854,3.0
296,0281f6bf,0.9817007534983854,2.0
297,0281f6bf,0.9817007534983854,0.0
298,0281f6bf,0.9817007534983854,0.0
299,0281f6bf,0.9817007534983854,3.0
300,0281f6bf,0.9817007534983854,3.0
301,02875dc2,0.9876627827278959,3.0
302,02875dc2,0.9876627827278959,3.0
304,0293ae74,0.9840319361277445,2.0
305,0293ae74,0.9840319361277445,3.0
306,0293ae74,0.9840319361277445,1.0
307,0293ae74,0.9840319361277445,2.0
311,02aa515f,0.9880546075085325,3.0
312,02aa515f,0.9880546075085325,0.0
313,02aa515f,0.9880546075085325,1.0
314,02aa515f,0.9880546075085325,2.0
315,02aa515f,0.9880546075085325,0.0
316,02b1fab4,1.0,3.0
317,02b1fab4,1.0,3.0
318,02b1fab4,1.0,3.0
319,02b1fab4,1.0,3.0
320,02b1fab4,1.0,3.0
321,02b1fab4,1.0,3.0
322,02b1fab4,1.0,3.0
323,02b1fab4,1.0,3.0
324,02b1fab4,1.0,3.0
328,02c975bc,0.9964393316899479,3.0
329,02c975bc,0.9964393316899479,3.0
330,02c975bc,0.9964393316899479,3.0
331,02c975bc,0.9964393316899479,2.0
332,02c975bc,0.9964393316899479,2.0
333,02c975bc,0.9964393316899479,3.0
334,02c975bc,0.9964393316899479,3.0
335,02c975bc,0.9964393316899479,3.0
336,02c975bc,0.9964393316899479,2.0
337,02c975bc,0.9964393316899479,3.0
338,02c975bc,0.9964393316899479,0.0
339,02c975bc,0.9964393316899479,3.0
340,02c975bc,0.9964393316899479,0.0
341,02c975bc,0.9964393316899479,1.0
342,02c975bc,0.9964393316899479,3.0
343,02c975bc,0.9964393316899479,3.0
344,02c975bc,0.9964393316899479,0.0
345,02c975bc,0.9964393316899479,3.0
347,02cdd48e,0.9929378531073446,3.0
348,02cdd48e,0.9929378531073446,3.0
349,02cdd48e,0.9929378531073446,3.0
350,02cdd48e,0.9929378531073446,3.0
351,02cdfffd,0.9919038913554453,0.0
352,02cdfffd,0.9919038913554453,0.0
353,02cdfffd,0.9919038913554453,2.0
354,02cdfffd,0.9919038913554453,1.0
355,02cdfffd,0.9919038913554453,0.0
356,02cdfffd,0.9919038913554453,3.0
357,02cdfffd,0.9919038913554453,0.0
358,02cdfffd,0.9919038913554453,2.0
359,02cdfffd,0.9919038913554453,1.0
364,02e76f43,0.9907834101382489,1.0
365,02e76f43,0.9907834101382489,3.0
366,02e76f43,0.9907834101382489,3.0
381,031af3b8,0.9937810945273632,3.0
382,031af3b8,0.9937810945273632,3.0
383,031af3b8,0.9937810945273632,2.0
384,031af3b8,0.9937810945273632,0.0
385,031af3b8,0.9937810945273632,0.0
387,0328fc8f,0.995230194939859,1.0
388,0328fc8f,0.995230194939859,0.0
389,0328fc8f,0.995230194939859,0.0
390,0328fc8f,0.995230194939859,1.0
391,0328fc8f,0.995230194939859,3.0
392,0328fc8f,0.995230194939859,0.0
393,0328fc8f,0.995230194939859,3.0
394,0328fc8f,0.995230194939859,0.0
395,0328fc8f,0.995230194939859,3.0
396,0328fc8f,0.995230194939859,0.0
397,0328fc8f,0.995230194939859,1.0
398,0328fc8f,0.995230194939859,3.0
402,03401e19,0.9942224362060664,3.0
403,03401e19,0.9942224362060664,3.0
404,03401e19,0.9942224362060664,3.0
405,03401e19,0.9942224362060664,1.0
406,03401e19,0.9942224362060664,1.0
407,03401e19,0.9942224362060664,3.0
408,03401e19,0.9942224362060664,0.0
409,03401e19,0.9942224362060664,1.0
410,03401e19,0.9942224362060664,3.0
411,03401e19,0.9942224362060664,3.0
412,03401e19,0.9942224362060664,3.0
413,03401e19,0.9942224362060664,3.0
414,03401e19,0.9942224362060664,3.0
415,03401e19,0.9942224362060664,3.0
416,03401e19,0.9942224362060664,3.0
417,03401e19,0.9942224362060664,3.0
422,03560e11,0.9979784366576819,2.0
423,03560e11,0.9979784366576819,3.0
437,03957682,0.9974006683995544,0.0
438,03957682,0.9974006683995544,3.0
439,03957682,0.9974006683995544,3.0
440,03957682,0.9974006683995544,2.0
441,03957682,0.9974006683995544,0.0
442,03957682,0.9974006683995544,3.0
444,039e4ac7,0.9978947368421053,3.0
445,039e4ac7,0.9978947368421053,0.0
446,03a5b006,0.995147986414362,0.0
447,03a5b006,0.995147986414362,3.0
448,03a5b006,0.995147986414362,2.0
449,03a5b006,0.995147986414362,3.0
450,03a5b006,0.995147986414362,3.0
451,03a5b006,0.995147986414362,3.0
452,03a5b006,0.995147986414362,3.0
453,03a5b006,0.995147986414362,3.0
457,03b74be5,0.9991769547325103,0.0
458,03b74be5,0.9991769547325103,3.0
459,03b74be5,0.9991769547325103,3.0
460,03b74be5,0.9991769547325103,2.0
465,03bf2563,0.9958262189337886,1.0
466,03bf2563,0.9958262189337886,3.0
467,03bf2563,0.9958262189337886,3.0
468,03bf2563,0.9958262189337886,1.0
470,03c5998d,0.9993519118600129,2.0
471,03cd458d,0.9892307692307692,0.0
472,03cd458d,0.9892307692307692,3.0
473,03d15b59,0.9980657640232108,3.0
474,03d15b59,0.9980657640232108,3.0
475,03d15b59,0.9980657640232108,2.0
476,03d15b59,0.9980657640232108,3.0
477,03d15b59,0.9980657640232108,3.0
478,03d15b59,0.9980657640232108,3.0
479,03d15b59,0.9980657640232108,3.0
480,03d15b59,0.9980657640232108,3.0
483,03e38765,1.0,3.0
488,03f89040,0.9978070175438597,3.0
489,03f89040,0.9978070175438597,2.0
492,040dbdbe,0.9970845481049563,3.0
493,040dbdbe,0.9970845481049563,2.0
495,0413ae4a,0.9940627650551315,0.0
496,0413ae4a,0.9940627650551315,3.0
497,0413ae4a,0.9940627650551315,3.0
498,0413ae4a,0.9940627650551315,2.0
503,04240fb1,1.0,3.0
506,0429e1ff,0.9982691475551709,0.0
507,0429e1ff,0.9982691475551709,3.0
508,0429e1ff,0.9982691475551709,2.0
509,0429e1ff,0.9982691475551709,0.0
510,0429e1ff,0.9982691475551709,3.0
511,0429e1ff,0.9982691475551709,0.0
512,0429e1ff,0.9982691475551709,2.0
513,0429e1ff,0.9982691475551709,3.0
519,043e7f32,0.996938552372622,3.0
520,043e7f32,0.996938552372622,3.0
521,043e7f32,0.996938552372622,3.0
522,043e7f32,0.996938552372622,0.0
523,043e7f32,0.996938552372622,3.0
524,043e7f32,0.996938552372622,0.0
525,043e7f32,0.996938552372622,3.0
526,043e7f32,0.996938552372622,0.0
527,043e7f32,0.996938552372622,3.0
528,043e7f32,0.996938552372622,0.0
529,043e7f32,0.996938552372622,3.0
530,043e7f32,0.996938552372622,3.0
531,043e7f32,0.996938552372622,0.0
532,043e7f32,0.996938552372622,3.0
533,043e7f32,0.996938552372622,3.0
534,043e7f32,0.996938552372622,1.0
535,043e7f32,0.996938552372622,2.0
536,043e7f32,0.996938552372622,3.0
546,04616599,0.9910242872228089,0.0
547,04616599,0.9910242872228089,3.0
548,04616599,0.9910242872228089,3.0
549,04616599,0.9910242872228089,1.0
550,04616599,0.9910242872228089,3.0
551,04616599,0.9910242872228089,0.0
552,04616599,0.9910242872228089,3.0
553,04616599,0.9910242872228089,2.0
554,04616599,0.9910242872228089,3.0
555,046234c2,0.9880715705765407,0.0
556,046234c2,0.9880715705765407,1.0
557,046234c2,0.9880715705765407,1.0
558,046234c2,0.9880715705765407,0.0
562,0478b042,0.994269340974212,3.0
563,0478b042,0.994269340974212,3.0
564,0478b042,0.994269340974212,3.0
565,0478b042,0.994269340974212,1.0
566,0478b042,0.994269340974212,1.0
567,0478b042,0.994269340974212,3.0
568,0478b042,0.994269340974212,3.0
569,0478b042,0.994269340974212,3.0
570,0478b042,0.994269340974212,3.0
571,0478b042,0.994269340974212,3.0
572,0478b042,0.994269340974212,1.0
573,0478b042,0.994269340974212,1.0
578,04963bef,0.9931740614334471,2.0
579,04963bef,0.9931740614334471,2.0
580,04963bef,0.9931740614334471,2.0
585,04a57775,0.993517017828201,3.0
586,04a57775,0.993517017828201,1.0
587,04a57775,0.993517017828201,3.0
588,04a57775,0.993517017828201,3.0
589,04a5927d,0.9997348886532343,3.0
590,04a5927d,0.9997348886532343,3.0
591,04a5927d,0.9997348886532343,3.0
592,04a5927d,0.9997348886532343,3.0
593,04a5927d,0.9997348886532343,3.0
594,04a5927d,0.9997348886532343,3.0
595,04a5927d,0.9997348886532343,3.0
596,04a5927d,0.9997348886532343,3.0
597,04a5927d,0.9997348886532343,3.0
598,04a5927d,0.9997348886532343,3.0
599,04a5927d,0.9997348886532343,3.0
600,04a5927d,0.9997348886532343,3.0
601,04a5927d,0.9997348886532343,3.0
602,04a5927d,0.9997348886532343,0.0
603,04a5927d,0.9997348886532343,0.0
604,04a5927d,0.9997348886532343,3.0
605,04a5927d,0.9997348886532343,3.0
606,04a5927d,0.9997348886532343,3.0
607,04a5927d,0.9997348886532343,3.0
608,04a5927d,0.9997348886532343,3.0
612,04c612fd,0.9922235722964763,2.0
613,04c612fd,0.9922235722964763,2.0
614,04c612fd,0.9922235722964763,0.0
615,04c612fd,0.9922235722964763,3.0
616,04c612fd,0.9922235722964763,3.0
617,04c612fd,0.9922235722964763,1.0
618,04c612fd,0.9922235722964763,1.0
619,04c612fd,0.9922235722964763,1.0
620,04c612fd,0.9922235722964763,3.0
621,04c612fd,0.9922235722964763,1.0
622,04c612fd,0.9922235722964763,3.0
623,04c612fd,0.9922235722964763,0.0
628,04d77ef2,0.9969418960244648,0.0
629,04d77ef2,0.9969418960244648,3.0
631,04de2aae,0.9918200408997955,2.0
632,04de2aae,0.9918200408997955,3.0
633,04de2aae,0.9918200408997955,1.0
635,04e2712b,0.9998506348020911,2.0
638,04f2cf8f,0.996415770609319,1.0
639,04f2cf8f,0.996415770609319,3.0
644,04f8b246,1.0,3.0
645,04f8b246,1.0,3.0
646,04fa906f,1.0,3.0
649,04fbee62,0.9909502262443439,0.0
653,05047409,0.9990786240786241,3.0
654,05047409,0.9990786240786241,1.0
655,05047409,0.9990786240786241,3.0
656,05047409,0.9990786240786241,2.0
657,05047409,0.9990786240786241,3.0
658,05047409,0.9990786240786241,3.0
659,05047409,0.9990786240786241,3.0
660,05047409,0.9990786240786241,1.0
661,05047409,0.9990786240786241,3.0
665,050f6d04,0.9993979530403372,2.0
666,050f6d04,0.9993979530403372,3.0
669,05118f81,0.9922445255474452,1.0
670,05118f81,0.9922445255474452,3.0
671,05118f81,0.9922445255474452,3.0
672,05118f81,0.9922445255474452,3.0
673,05118f81,0.9922445255474452,0.0
674,05118f81,0.9922445255474452,3.0
675,05118f81,0.9922445255474452,0.0
676,05118f81,0.9922445255474452,3.0
677,05118f81,0.9922445255474452,3.0
678,05118f81,0.9922445255474452,1.0
679,05118f81,0.9922445255474452,0.0
680,05118f81,0.9922445255474452,0.0
681,05118f81,0.9922445255474452,2.0
682,05118f81,0.9922445255474452,1.0
684,051794c4,0.9884012914026067,0.0
685,051794c4,0.9884012914026067,0.0
686,051794c4,0.9884012914026067,2.0
687,051794c4,0.9884012914026067,0.0
688,051794c4,0.9884012914026067,3.0
689,051794c4,0.9884012914026067,3.0
690,051794c4,0.9884012914026067,1.0
691,051794c4,0.9884012914026067,0.0
692,051794c4,0.9884012914026067,0.0
693,051794c4,0.9884012914026067,0.0
694,051794c4,0.9884012914026067,0.0
695,051794c4,0.9884012914026067,2.0
696,051794c4,0.9884012914026067,3.0
697,051794c4,0.9884012914026067,0.0
698,051794c4,0.9884012914026067,0.0
699,051794c4,0.9884012914026067,3.0
700,051794c4,0.9884012914026067,2.0
703,051bc5a5,0.8986710963455149,0.0
704,051bc5a5,0.8986710963455149,0.0
705,051bc5a5,0.8986710963455149,0.0
706,051bc5a5,0.8986710963455149,0.0
707,05239f3f,0.997229916897507,1.0
708,05239f3f,0.997229916897507,3.0
709,05239f3f,0.997229916897507,3.0
710,05239f3f,0.997229916897507,3.0
711,05239f3f,0.997229916897507,3.0
712,05239f3f,0.997229916897507,3.0
718,05309abe,0.9965800273597811,2.0
719,05309abe,0.9965800273597811,3.0
720,05309abe,0.9965800273597811,3.0
721,05309abe,0.9965800273597811,3.0
722,05309abe,0.9965800273597811,3.0
723,05309abe,0.9965800273597811,3.0
724,05309abe,0.9965800273597811,0.0
727,053e6353,0.9945175438596491,3.0
728,053e6353,0.9945175438596491,3.0
729,053e6353,0.9945175438596491,0.0
749,0583693e,0.99609375,0.0
750,0583693e,0.99609375,1.0
751,0583693e,0.99609375,0.0
752,0583693e,0.99609375,3.0
753,0583693e,0.99609375,3.0
754,0583693e,0.99609375,1.0
755,0583693e,0.99609375,0.0
756,0583693e,0.99609375,2.0
757,0583693e,0.99609375,3.0
758,0583693e,0.99609375,3.0
759,0583693e,0.99609375,0.0
760,0583693e,0.99609375,3.0
761,0583693e,0.99609375,3.0
762,0583693e,0.99609375,2.0
763,0583693e,0.99609375,3.0
773,05a3ae61,0.9959973315543695,2.0
774,05a3ae61,0.9959973315543695,3.0
775,05a3ae61,0.9959973315543695,0.0
776,05a3ae61,0.9959973315543695,2.0
781,05aaa5c9,1.0,3.0
782,05aaa5c9,1.0,3.0
783,05aaa5c9,1.0,3.0
784,05aaa5c9,1.0,3.0
787,05b198a5,0.9909381663113006,3.0
791,05bc97c3,0.9979619565217391,1.0
792,05bc97c3,0.9979619565217391,3.0
793,05bc97c3,0.9979619565217391,2.0
794,05bc97c3,0.9979619565217391,3.0
811,0607efb8,0.9991023339317774,2.0
812,0607efb8,0.9991023339317774,3.0
813,0607efb8,0.9991023339317774,2.0
814,0607efb8,0.9991023339317774,3.0
815,0607efb8,0.9991023339317774,3.0
816,0607efb8,0.9991023339317774,3.0
826,0633cad0,0.9805097451274363,3.0
827,0633cad0,0.9805097451274363,2.0
828,0633cad0,0.9805097451274363,1.0
829,0633cad0,0.9805097451274363,3.0
830,0633cad0,0.9805097451274363,0.0
831,0633cad0,0.9805097451274363,3.0
832,0633cad0,0.9805097451274363,3.0
833,0633cad0,0.9805097451274363,2.0
834,063405ff,0.9971509971509972,1.0
835,063405ff,0.9971509971509972,3.0
836,06362232,0.9990396927016645,3.0
837,06362232,0.9990396927016645,0.0
838,06362232,0.9990396927016645,3.0
844,063e3e02,0.9948775412197854,3.0
845,063e3e02,0.9948775412197854,3.0
846,063e3e02,0.9948775412197854,3.0
847,063e3e02,0.9948775412197854,3.0
848,063e3e02,0.9948775412197854,2.0
849,063e3e02,0.9948775412197854,1.0
850,063e3e02,0.9948775412197854,3.0
851,063e3e02,0.9948775412197854,0.0
852,063e3e02,0.9948775412197854,3.0
853,063e3e02,0.9948775412197854,3.0
854,063e3e02,0.9948775412197854,0.0
855,063e3e02,0.9948775412197854,0.0
856,063e3e02,0.9948775412197854,1.0
857,063e3e02,0.9948775412197854,0.0
858,063e3e02,0.9948775412197854,1.0
859,063e3e02,0.9948775412197854,0.0
860,063e3e02,0.9948775412197854,1.0
861,063e3e02,0.9948775412197854,3.0
862,063e3e02,0.9948775412197854,3.0
863,063e3e02,0.9948775412197854,3.0
864,063e3e02,0.9948775412197854,0.0
865,063e3e02,0.9948775412197854,3.0
866,063e3e02,0.9948775412197854,0.0
867,063e3e02,0.9948775412197854,3.0
868,063e3e02,0.9948775412197854,0.0
869,063e3e02,0.9948775412197854,1.0
870,063e3e02,0.9948775412197854,2.0
871,063e3e02,0.9948775412197854,1.0
872,063e3e02,0.9948775412197854,3.0
873,063e3e02,0.9948775412197854,0.0
874,063e3e02,0.9948775412197854,3.0
875,063e3e02,0.9948775412197854,1.0
876,063e3e02,0.9948775412197854,3.0
877,063e3e02,0.9948775412197854,0.0
878,063e3e02,0.9948775412197854,3.0
879,063e3e02,0.9948775412197854,3.0
880,063e3e02,0.9948775412197854,0.0
881,063e3e02,0.9948775412197854,3.0
882,063e3e02,0.9948775412197854,1.0
883,063e3e02,0.9948775412197854,1.0
884,063e3e02,0.9948775412197854,0.0
885,063e3e02,0.9948775412197854,3.0
886,063e3e02,0.9948775412197854,2.0
887,063e3e02,0.9948775412197854,0.0
888,063e3e02,0.9948775412197854,3.0
889,063e3e02,0.9948775412197854,0.0
891,0642544a,1.0,3.0
892,06435d15,0.9987493746873437,3.0
893,06435d15,0.9987493746873437,3.0
894,06435d15,0.9987493746873437,3.0
895,06435d15,0.9987493746873437,1.0
898,064c24c0,0.9967270896273918,0.0
899,064c24c0,0.9967270896273918,3.0
900,064c24c0,0.9967270896273918,3.0
901,064c24c0,0.9967270896273918,1.0
